ID_клиента,Возраст,Пол,Город,Банк,Тип_клиента,Канал_обслуживания,Кредитный_рейтинг,Срок_обслуживания_лет,Баланс,Количество_продуктов,Есть_кредитная_карта,Активный_клиент,Примерная_зарплата,Количество_жалоб,Обращения_в_поддержку,Использование_приложения_в_месяц,Сумма_кредитов,Просрочки_по_кредитам,Средняя_оценка_сервиса,Отток
9246,32,Мужчина,Алматы,ForteBank,Обычный,Мобильное приложение,526,2,136004.81,3,0,0,318011.75,1,1,6,1067991.23,1,3.9,0
9247,46,Женщина,Астана,Kaspi Bank,Новый,Колл-центр,716,7,234893.35,1,1,1,123705.48,0,3,0,261268.43,1,4.2,1
9248,30,Мужчина,Алматы,ForteBank,Обычный,Отделение,594,1,161680.2,4,1,0,188482.7,0,0,0,768584.49,0,4.9,0
9249,57,Женщина,Алматы,Jusan Bank,Обычный,Мобильное приложение,672,0,83738.62,2,1,1,87031.03,0,5,17,1229458.62,0,4.7,0
9250,21,Женщина,Астана,Kaspi Bank,Обычный,Интернет-банк,634,0,173031.92,3,1,0,157819.2,1,1,4,472690.43,0,3.3,0
9251,32,Женщина,Алматы,Kaspi Bank,Премиальный,Отделение,575,6,2614.62,2,1,1,128446.36,1,2,14,1889706.18,0,5.0,0
9252,62,Мужчина,Павлодар,Kaspi Bank,Премиальный,Колл-центр,657,7,154219.86,1,0,1,301777.82,2,3,5,1500847.9,1,2.0,1
9253,36,Мужчина,Алматы,Kaspi Bank,Премиальный,Отделение,612,0,0.0,3,1,1,122737.06,2,2,11,634741.83,1,5.0,0
9254,26,Женщина,Астана,Kaspi Bank,Обычный,Отделение,701,2,43345.68,2,0,1,204201.0,2,0,11,365181.0,1,4.7,0
9255,44,Мужчина,Алматы,Jusan Bank,Обычный,Мобильное приложение,559,3,75053.27,4,0,0,194834.21,1,5,4,1381821.71,0,3.6,0
9256,36,Мужчина,Шымкент,Jusan Bank,Новый,Колл-центр,692,7,57811.99,3,1,1,113633.59,1,6,21,1246149.87,0,3.0,0
9257,31,Женщина,Алматы,Kaspi Bank,Обычный,Интернет-банк,727,6,169758.56,3,1,0,200817.11,0,1,6,1269156.27,0,3.3,0
9258,28,Мужчина,Астана,Jusan Bank,Обычный,Мобильное приложение,640,4,81185.67,2,1,0,213195.13,1,4,24,994856.12,0,4.3,0
9259,75,Мужчина,Караганда,Kaspi Bank,Обычный,Колл-центр,530,6,30059.02,2,1,1,141229.05,1,3,8,875098.25,0,4.7,0
9260,38,Женщина,Павлодар,ForteBank,Премиальный,Отделение,805,1,87801.47,3,1,1,219308.87,0,1,17,825109.78,0,3.9,0
9261,18,Женщина,Шымкент,Kaspi Bank,Обычный,Мобильное приложение,692,6,101058.01,2,1,1,251701.84,0,3,0,1147297.94,0,4.8,0
9262,59,Мужчина,Алматы,Kaspi Bank,Премиальный,Интернет-банк,585,10,132197.81,4,1,1,181660.13,2,1,0,666671.83,2,5.0,0
9263,49,Женщина,Алматы,Jusan Bank,Обычный,Мобильное приложение,694,0,82916.36,2,1,1,157697.67,2,2,15,0.0,0,4.3,0
9264,32,Женщина,Караганда,Halyk Bank,Новый,Мобильное приложение,499,5,181797.18,1,0,1,158486.36,0,2,16,845432.44,0,3.4,0
9265,30,Мужчина,Алматы,ForteBank,Премиальный,Интернет-банк,755,7,140868.48,3,1,0,50000.0,0,3,19,505651.2,0,4.2,0
9266,50,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,841,6,100135.05,1,0,0,157745.11,1,2,16,1425940.58,0,4.5,0
9267,39,Женщина,Павлодар,Kaspi Bank,Премиальный,Отделение,724,4,181222.16,2,1,0,163338.48,0,2,1,1177917.18,0,2.8,0
9268,18,Мужчина,Караганда,ForteBank,Обычный,Колл-центр,559,10,271608.14,2,1,0,140627.22,1,2,18,951742.42,0,4.3,0
9269,63,Женщина,Актобе,Jusan Bank,Премиальный,Мобильное приложение,470,2,120373.24,3,1,1,173937.07,0,1,12,3000000.0,0,4.6,0
9270,36,Мужчина,Актобе,Kaspi Bank,Обычный,Мобильное приложение,772,6,0.0,2,1,1,244956.88,1,0,0,1400773.02,0,4.7,0
9271,59,Женщина,Шымкент,Halyk Bank,Обычный,Интернет-банк,636,8,111998.73,4,0,1,118147.65,1,1,0,154464.77,0,4.2,0
9272,57,Женщина,Караганда,Halyk Bank,Новый,Мобильное приложение,614,10,218057.75,1,1,0,236010.01,1,2,0,1051661.04,0,3.6,0
9273,29,Мужчина,Астана,ForteBank,Премиальный,Отделение,754,9,94336.68,1,0,1,251262.25,1,0,21,693009.03,0,4.4,0
9274,54,Женщина,Павлодар,Halyk Bank,Новый,Мобильное приложение,596,6,127285.87,2,1,0,173662.95,3,2,13,1026005.65,1,3.5,0
9275,34,Женщина,Алматы,ForteBank,Новый,Интернет-банк,718,0,27792.43,2,0,1,93723.73,0,2,16,1598658.03,1,4.5,0
9276,19,Мужчина,Шымкент,Bereke Bank,Обычный,Интернет-банк,652,9,151842.88,2,0,0,91301.65,0,1,8,1133195.14,1,4.2,0
9277,36,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,672,10,62324.71,1,1,1,132477.34,0,2,19,1006507.55,0,3.7,0
9278,46,Мужчина,Алматы,Halyk Bank,Обычный,Отделение,796,6,192779.72,2,0,0,64480.0,2,3,8,1049960.58,2,5.0,0
9279,36,Женщина,Астана,ForteBank,Обычный,Колл-центр,605,9,75177.97,2,1,1,321884.76,1,1,11,431353.45,0,4.8,0
9280,38,Женщина,Астана,ForteBank,Обычный,Колл-центр,597,1,12048.85,3,1,1,50000.0,1,2,1,454486.81,1,4.2,0
9281,55,Женщина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,631,6,141083.07,2,1,1,275002.42,1,1,15,1434872.4,0,2.4,0
9282,43,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,541,4,88212.78,3,1,1,264350.97,1,3,18,1505432.3,0,3.6,0
9283,31,Женщина,Астана,ForteBank,Обычный,Мобильное приложение,734,5,27613.37,2,1,1,90083.2,3,3,17,252343.77,0,4.5,0
9284,50,Женщина,Алматы,ForteBank,Обычный,Колл-центр,722,5,173940.56,4,0,0,212851.15,1,1,20,509766.56,1,3.8,0
9285,44,Женщина,Астана,Kaspi Bank,Премиальный,Интернет-банк,649,9,103135.07,4,1,1,233996.68,2,3,17,1052048.37,1,3.0,0
9286,18,Женщина,Караганда,Halyk Bank,Премиальный,Отделение,566,2,190226.86,2,1,1,50000.0,0,3,10,719551.08,0,3.8,0
9287,47,Женщина,Алматы,Jusan Bank,Новый,Мобильное приложение,402,8,85647.02,3,1,1,129011.35,1,1,12,1024381.85,0,4.4,0
9288,46,Мужчина,Астана,Jusan Bank,Новый,Мобильное приложение,574,2,98429.77,2,1,1,185130.67,0,0,12,908564.7,0,4.0,0
9289,42,Женщина,Астана,Jusan Bank,Новый,Интернет-банк,629,1,152676.37,2,1,1,132474.14,1,1,11,915281.28,1,3.4,0
9290,52,Женщина,Актобе,ForteBank,Обычный,Мобильное приложение,479,1,158648.41,2,1,0,185121.59,0,2,27,1152712.66,0,3.9,0
9291,33,Женщина,Шымкент,Kaspi Bank,Обычный,Колл-центр,850,6,53427.43,2,1,1,185181.11,3,0,6,675315.18,1,5.0,0
9292,46,Женщина,Алматы,Halyk Bank,Обычный,Отделение,687,10,114912.65,2,1,1,120323.25,2,1,6,1026241.76,0,4.8,0
9293,23,Мужчина,Актобе,Kaspi Bank,Обычный,Интернет-банк,698,6,297324.94,1,1,1,212487.15,1,2,15,358485.87,0,3.6,0
9294,46,Мужчина,Актобе,Jusan Bank,Обычный,Мобильное приложение,636,1,233593.3,3,1,1,385000.07,3,3,19,641116.7,0,3.4,0
9295,65,Мужчина,Караганда,Kaspi Bank,Новый,Мобильное приложение,716,3,148731.29,1,1,0,244432.0,1,3,3,1454613.77,1,5.0,0
9296,30,Женщина,Астана,Jusan Bank,Обычный,Интернет-банк,622,4,266527.09,2,1,0,199589.71,2,4,19,1342889.53,0,4.6,0
9297,32,Женщина,Караганда,Jusan Bank,Новый,Отделение,635,1,137324.51,2,1,0,359990.42,3,2,11,1769866.25,0,3.9,1
9298,33,Женщина,Астана,Jusan Bank,Обычный,Мобильное приложение,776,7,70095.73,3,1,1,109439.81,2,2,14,860622.19,0,3.4,0
9299,43,Мужчина,Караганда,Jusan Bank,Обычный,Мобильное приложение,748,5,206486.23,2,1,0,104119.28,1,1,7,937591.69,0,3.4,0
9300,29,Женщина,Актобе,Halyk Bank,Обычный,Мобильное приложение,649,4,22689.35,2,1,0,196140.8,1,2,14,1260465.84,1,4.7,0
9301,47,Женщина,Актобе,ForteBank,Обычный,Интернет-банк,832,7,62420.43,2,0,0,124050.74,0,3,6,746695.98,0,2.4,0
9302,52,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,642,5,128359.01,3,1,0,130509.76,1,2,22,866108.33,0,5.0,0
9303,48,Мужчина,Актобе,Kaspi Bank,Обычный,Интернет-банк,604,8,212686.07,2,1,1,101859.91,2,2,7,916950.24,0,4.3,0
9304,20,Женщина,Алматы,Kaspi Bank,Новый,Мобильное приложение,661,10,201295.59,1,1,0,129029.74,2,3,14,1789619.4,0,3.8,0
9305,53,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,677,6,33409.79,2,0,1,269429.56,0,1,10,624091.86,0,3.6,0
9306,53,Женщина,Астана,Bereke Bank,Новый,Интернет-банк,542,7,54745.75,2,1,0,94915.89,1,2,30,1027890.14,0,3.9,0
9307,51,Женщина,Шымкент,Kaspi Bank,Обычный,Интернет-банк,693,9,43964.29,3,1,1,172611.82,1,3,18,1126994.62,0,3.7,0
9308,46,Женщина,Алматы,ForteBank,Обычный,Мобильное приложение,840,6,119415.42,1,1,0,50000.0,1,2,4,1065966.63,1,3.8,0
9309,44,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,735,6,133524.45,2,1,1,166349.96,1,3,9,468801.83,0,3.2,0
9310,54,Мужчина,Алматы,Bereke Bank,Обычный,Отделение,709,7,98340.92,2,0,1,244044.58,2,4,17,632413.59,0,3.8,0
9311,65,Женщина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,693,5,82860.28,2,1,1,105960.51,1,3,11,730559.66,0,2.5,0
9312,30,Мужчина,Актобе,Halyk Bank,Новый,Интернет-банк,560,9,73186.59,3,0,0,253679.53,4,4,30,1104202.09,1,4.3,1
9313,54,Мужчина,Караганда,Halyk Bank,Новый,Мобильное приложение,560,3,215366.68,1,0,0,152470.2,0,4,16,852985.52,0,3.9,0
9314,40,Мужчина,Астана,Jusan Bank,Обычный,Мобильное приложение,664,8,68226.65,2,1,0,213788.46,0,1,0,662096.14,0,3.1,0
9315,40,Женщина,Павлодар,Kaspi Bank,Обычный,Мобильное приложение,611,7,25022.06,2,1,0,262488.97,1,4,26,930692.61,0,4.3,0
9316,23,Женщина,Шымкент,Jusan Bank,Обычный,Мобильное приложение,519,3,268947.95,2,1,1,183642.22,2,2,14,295289.2,0,5.0,0
9317,38,Мужчина,Караганда,ForteBank,Обычный,Мобильное приложение,618,2,118643.42,2,1,1,141694.39,0,2,23,1269133.48,0,3.1,0
9318,30,Женщина,Шымкент,Kaspi Bank,Обычный,Мобильное приложение,690,8,142591.2,3,1,1,254014.82,1,2,20,1418534.51,1,4.5,0
9319,36,Женщина,Павлодар,Kaspi Bank,Обычный,Отделение,702,4,69182.84,1,0,1,259597.47,3,1,18,1101546.02,0,3.9,0
9320,28,Мужчина,Актобе,Jusan Bank,Обычный,Колл-центр,575,10,130605.06,2,1,0,226608.2,0,1,9,814294.9,0,3.5,0
9321,36,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,645,10,59217.52,2,1,1,315833.33,2,0,10,510573.9,3,4.1,0
9322,37,Женщина,Астана,Jusan Bank,Обычный,Отделение,687,7,53041.75,3,0,1,217670.05,0,1,10,581559.4,0,4.6,0
9323,43,Женщина,Шымкент,Kaspi Bank,Обычный,Колл-центр,535,8,72750.61,2,1,0,263706.94,1,1,14,789801.05,0,4.1,0
9324,22,Мужчина,Шымкент,ForteBank,Обычный,Мобильное приложение,580,5,55854.71,1,1,1,176227.64,0,4,17,969486.53,0,3.0,0
9325,24,Мужчина,Шымкент,ForteBank,Обычный,Интернет-банк,648,8,195480.77,2,1,1,145853.86,2,3,5,857264.26,0,5.0,0
9326,46,Мужчина,Астана,ForteBank,Обычный,Мобильное приложение,568,9,116534.74,1,1,1,158337.07,0,1,16,1509817.19,0,4.5,0
9327,32,Мужчина,Астана,Halyk Bank,Новый,Мобильное приложение,620,2,195002.4,2,1,0,158472.1,0,2,19,1022094.27,0,3.3,0
9328,54,Мужчина,Астана,Jusan Bank,Премиальный,Мобильное приложение,850,5,156431.06,2,0,1,185644.63,2,5,12,190103.33,0,4.8,0
9329,44,Женщина,Актобе,Jusan Bank,Обычный,Интернет-банк,514,9,300069.16,1,1,1,60746.19,1,1,18,1692557.06,0,3.2,0
9330,49,Женщина,Караганда,Halyk Bank,Премиальный,Мобильное приложение,778,8,87743.96,3,1,1,76706.46,0,1,1,1553019.72,0,4.0,0
9331,58,Женщина,Алматы,ForteBank,Обычный,Мобильное приложение,680,1,78878.92,2,1,0,68904.99,1,2,12,624284.92,1,3.3,1
9332,38,Мужчина,Алматы,Halyk Bank,Обычный,Колл-центр,539,2,158355.62,2,1,1,212824.38,0,2,15,641175.13,0,3.0,0
9333,35,Женщина,Алматы,Bereke Bank,Новый,Интернет-банк,711,6,157605.54,1,0,1,277115.38,1,3,6,1362860.21,1,3.8,0
9334,52,Мужчина,Алматы,Jusan Bank,Премиальный,Интернет-банк,653,4,97133.17,3,0,0,123279.34,1,1,8,0.0,2,4.6,0
9335,48,Мужчина,Алматы,Kaspi Bank,Обычный,Отделение,758,8,158650.8,1,0,0,150279.93,0,1,12,1261485.84,0,2.4,0
9336,39,Женщина,Караганда,Kaspi Bank,Новый,Отделение,709,10,42329.19,4,0,1,89425.38,2,3,0,1282546.35,0,4.1,0
9337,58,Женщина,Актобе,Bereke Bank,Обычный,Мобильное приложение,667,0,147556.79,2,1,1,209531.61,2,3,0,1467862.27,0,4.3,0
9338,39,Мужчина,Астана,Kaspi Bank,Обычный,Отделение,622,7,71744.05,2,1,0,225446.25,3,2,6,411602.35,0,3.8,0
9339,42,Женщина,Астана,Bereke Bank,Новый,Мобильное приложение,755,10,97939.67,2,0,1,80992.53,0,5,6,658899.69,1,3.5,0
9340,42,Женщина,Шымкент,ForteBank,Новый,Колл-центр,614,5,52619.57,3,1,1,265698.02,5,3,16,1628986.13,0,3.4,1
9341,30,Женщина,Павлодар,Kaspi Bank,Обычный,Мобильное приложение,523,1,76680.46,3,0,0,229172.34,1,3,15,913223.25,1,4.3,0
9342,42,Женщина,Актобе,Halyk Bank,Новый,Интернет-банк,479,5,62987.41,2,1,0,301579.61,1,3,11,864713.15,0,3.9,0
9343,58,Женщина,Алматы,Halyk Bank,Новый,Мобильное приложение,538,0,153311.21,2,1,1,165851.39,0,0,11,1192434.33,2,3.6,0
9344,47,Женщина,Алматы,Jusan Bank,Новый,Отделение,722,6,233406.91,2,0,0,278171.7,1,5,7,989866.33,1,5.0,0
9345,42,Женщина,Алматы,Halyk Bank,Новый,Отделение,617,8,19715.59,1,0,0,79332.51,1,1,16,1433918.92,0,2.2,1
9346,40,Мужчина,Шымкент,Halyk Bank,Новый,Мобильное приложение,580,2,167698.44,2,1,1,258792.56,1,2,2,449628.4,1,3.9,0
9347,45,Мужчина,Шымкент,Bereke Bank,Премиальный,Мобильное приложение,610,3,180979.84,1,1,0,50000.0,1,3,21,1351330.39,0,3.6,0
9348,50,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,724,5,103884.01,1,1,0,170028.28,1,1,11,735318.2,0,4.1,0
9349,49,Женщина,Актобе,Halyk Bank,Обычный,Интернет-банк,706,4,42629.66,2,1,1,207756.93,0,2,19,1311680.34,0,4.2,0
9350,38,Мужчина,Астана,Halyk Bank,Обычный,Интернет-банк,664,1,58821.97,4,0,1,145372.09,2,1,10,747042.83,0,3.0,0
9351,45,Женщина,Павлодар,Kaspi Bank,Новый,Мобильное приложение,596,7,161275.1,3,0,0,156838.65,4,1,20,557139.82,0,2.9,0
9352,47,Мужчина,Алматы,Kaspi Bank,Премиальный,Мобильное приложение,614,9,78513.88,4,1,0,78089.0,0,4,11,1383564.87,0,4.2,0
9353,29,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,638,9,108519.23,1,0,1,90288.1,0,1,13,333745.74,0,5.0,0
9354,44,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,569,9,11141.72,1,1,1,171821.62,0,2,18,578770.04,0,4.3,0
9355,18,Женщина,Алматы,Halyk Bank,Премиальный,Мобильное приложение,640,10,150187.36,2,1,0,222767.29,5,1,16,174398.91,0,3.2,0
9356,47,Женщина,Караганда,ForteBank,Обычный,Интернет-банк,564,10,185847.72,2,0,1,218085.19,0,1,0,488352.01,1,3.8,0
9357,49,Мужчина,Алматы,ForteBank,Обычный,Интернет-банк,682,7,58565.47,1,1,1,180112.9,1,3,11,827381.16,0,3.7,0
9358,50,Мужчина,Караганда,Halyk Bank,Премиальный,Мобильное приложение,693,1,82038.86,1,1,0,220477.22,1,3,2,1008165.08,1,3.8,0
9359,37,Женщина,Алматы,Halyk Bank,Премиальный,Отделение,750,1,24363.65,3,1,0,64378.1,1,7,7,1101296.05,0,2.9,0
9360,45,Женщина,Алматы,Kaspi Bank,Премиальный,Мобильное приложение,673,9,98555.75,1,1,1,94968.94,0,3,2,1082331.41,1,5.0,0
9361,59,Женщина,Актобе,Kaspi Bank,Новый,Отделение,670,6,125836.62,3,0,1,304905.15,1,1,7,418702.39,0,5.0,0
9362,58,Женщина,Павлодар,Halyk Bank,Премиальный,Интернет-банк,574,2,130922.03,2,0,1,188416.18,3,2,9,1983443.53,0,4.2,0
9363,41,Мужчина,Астана,Bereke Bank,Обычный,Отделение,645,8,192009.1,3,1,1,285158.97,2,3,5,1643461.59,1,3.4,0
9364,43,Женщина,Павлодар,Kaspi Bank,Обычный,Мобильное приложение,557,10,196367.47,1,1,1,157123.87,6,2,6,1684481.24,0,4.6,0
9365,55,Женщина,Шымкент,Halyk Bank,Новый,Интернет-банк,496,5,152016.23,1,1,0,280979.6,1,3,8,737579.05,0,4.5,0
9366,23,Женщина,Астана,ForteBank,Новый,Колл-центр,626,2,17669.51,2,1,1,91092.91,1,3,4,723707.01,1,3.9,1
9367,38,Женщина,Караганда,ForteBank,Новый,Мобильное приложение,604,5,151185.77,1,1,0,50000.0,2,3,0,289967.41,0,3.3,1
9368,58,Женщина,Алматы,Bereke Bank,Обычный,Мобильное приложение,705,7,32087.31,1,1,1,379251.98,0,3,9,885930.45,1,1.8,0
9369,53,Женщина,Алматы,Kaspi Bank,Новый,Колл-центр,563,6,113131.19,2,0,0,214633.97,0,1,10,1132066.05,1,3.9,0
9370,46,Мужчина,Шымкент,Kaspi Bank,Новый,Мобильное приложение,850,6,138771.35,3,0,1,226882.03,0,1,13,614983.45,0,3.2,0
9371,23,Мужчина,Астана,Halyk Bank,Премиальный,Мобильное приложение,606,4,94146.36,3,1,1,65780.77,1,1,5,486807.51,1,4.3,0
9372,41,Женщина,Алматы,Kaspi Bank,Обычный,Интернет-банк,643,9,220039.95,2,0,0,191050.16,1,0,13,1061483.59,1,2.7,0
9373,34,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,598,3,101465.2,3,1,1,156911.64,1,1,7,1941775.58,0,4.1,0
9374,45,Женщина,Караганда,Jusan Bank,Обычный,Отделение,720,10,129202.37,2,0,1,283196.06,3,2,22,440267.52,0,4.5,0
9375,32,Женщина,Шымкент,ForteBank,Обычный,Мобильное приложение,630,7,209323.53,1,1,1,318343.08,1,3,5,1697477.7,2,4.0,0
9376,29,Мужчина,Астана,Kaspi Bank,Новый,Колл-центр,561,8,66419.44,2,1,1,261351.77,1,2,17,1253042.09,0,4.7,0
9377,18,Женщина,Актобе,Kaspi Bank,Обычный,Колл-центр,484,1,102263.42,4,0,1,181392.97,0,2,15,483156.92,1,3.7,1
9378,56,Мужчина,Астана,Bereke Bank,Обычный,Интернет-банк,701,10,193705.83,2,1,1,100599.38,0,2,11,1116380.67,0,5.0,0
9379,37,Мужчина,Шымкент,Halyk Bank,Новый,Мобильное приложение,708,4,152814.01,2,0,1,163042.32,0,3,13,0.0,1,4.6,0
9380,43,Мужчина,Актобе,Bereke Bank,Обычный,Мобильное приложение,680,6,123602.15,1,1,1,114961.99,1,5,0,1832074.64,0,3.6,0
9381,41,Женщина,Актобе,ForteBank,Обычный,Отделение,630,4,18810.7,2,1,1,262696.45,1,3,2,638870.95,0,4.0,0
9382,29,Мужчина,Астана,Bereke Bank,Обычный,Интернет-банк,621,7,102751.42,3,0,1,260120.72,1,3,21,399746.19,1,4.8,0
9383,26,Женщина,Шымкент,Jusan Bank,Новый,Мобильное приложение,719,7,41535.02,1,1,0,270504.33,2,1,15,800838.38,1,3.8,0
9384,29,Мужчина,Астана,Halyk Bank,Обычный,Мобильное приложение,640,4,173825.04,3,0,1,174398.68,2,0,16,938534.71,0,5.0,0
9385,33,Мужчина,Шымкент,Jusan Bank,Обычный,Мобильное приложение,751,7,122667.67,2,0,0,309767.05,1,3,20,1646672.21,0,3.8,0
9386,46,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,641,1,6078.69,2,0,0,279536.92,0,2,21,1308874.45,0,3.9,0
9387,32,Женщина,Астана,Kaspi Bank,Премиальный,Отделение,637,10,1383.19,4,0,0,171198.87,0,2,14,608290.84,2,4.5,0
9388,62,Мужчина,Алматы,Kaspi Bank,Премиальный,Отделение,683,4,73966.11,1,1,0,89029.73,0,2,9,572163.38,0,5.0,1
9389,54,Мужчина,Алматы,Halyk Bank,Обычный,Мобильное приложение,775,4,31488.44,3,1,0,143271.82,1,3,9,1338900.31,2,4.1,0
9390,51,Женщина,Шымкент,Kaspi Bank,Новый,Колл-центр,755,10,82469.03,3,1,1,94115.0,1,1,13,1278326.03,0,4.3,0
9391,40,Мужчина,Актобе,Kaspi Bank,Обычный,Отделение,645,8,153947.79,4,1,1,71920.57,2,2,16,275878.37,0,4.1,0
9392,60,Женщина,Алматы,Halyk Bank,Обычный,Мобильное приложение,616,9,59459.02,2,1,1,169029.77,2,1,7,839142.63,0,5.0,0
9393,39,Мужчина,Алматы,Bereke Bank,Обычный,Отделение,541,1,167337.28,2,1,0,167828.58,0,5,17,705444.2,0,4.3,0
9394,41,Мужчина,Астана,Halyk Bank,Премиальный,Колл-центр,712,2,85563.6,2,0,1,144806.9,1,3,6,528690.72,0,3.4,0
9395,44,Мужчина,Шымкент,Halyk Bank,Обычный,Мобильное приложение,489,9,140604.41,1,1,1,155195.84,3,1,21,1799349.13,1,3.6,1
9396,50,Женщина,Алматы,Kaspi Bank,Обычный,Интернет-банк,803,8,16165.21,1,0,0,270578.59,0,1,0,956276.34,2,3.7,0
9397,49,Женщина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,725,5,181822.48,2,1,0,142540.33,0,1,11,723080.68,0,2.6,0
9398,36,Мужчина,Астана,ForteBank,Обычный,Интернет-банк,582,5,205112.75,2,1,0,166806.35,2,1,16,857352.19,0,4.0,0
9399,35,Женщина,Караганда,Jusan Bank,Обычный,Колл-центр,760,9,98191.42,2,1,0,262432.01,0,3,19,1208465.62,2,3.4,0
9400,49,Женщина,Алматы,Halyk Bank,Обычный,Отделение,699,3,82548.53,1,1,0,50000.0,0,3,18,1324454.89,1,4.6,0
9401,50,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,692,2,123064.33,1,0,0,229283.03,0,3,15,688660.49,0,4.7,0
9402,37,Мужчина,Шымкент,ForteBank,Обычный,Интернет-банк,625,7,103598.07,2,1,1,50000.0,0,1,17,663610.67,2,4.0,0
9403,22,Мужчина,Алматы,Kaspi Bank,Обычный,Мобильное приложение,699,0,88067.82,3,1,1,88935.63,2,1,12,1447891.56,0,4.6,0
9404,39,Женщина,Алматы,Halyk Bank,Премиальный,Колл-центр,522,8,272588.04,2,0,1,198164.9,0,1,9,617149.33,0,5.0,0
9405,49,Мужчина,Астана,ForteBank,Обычный,Интернет-банк,655,0,184838.96,1,1,1,146469.27,1,2,3,431767.96,1,3.6,0
9406,63,Мужчина,Павлодар,ForteBank,Премиальный,Мобильное приложение,588,1,144749.05,2,1,1,101146.86,1,2,12,447051.73,1,3.2,0
9407,27,Женщина,Алматы,Kaspi Bank,Обычный,Интернет-банк,624,3,136735.53,2,0,1,238633.24,0,2,14,645330.99,0,4.6,0
9408,36,Мужчина,Астана,Kaspi Bank,Обычный,Отделение,587,4,12586.47,2,1,1,244329.66,1,1,11,1302671.8,0,3.8,0
9409,37,Мужчина,Астана,ForteBank,Обычный,Отделение,592,3,95457.93,3,1,0,224125.1,0,1,5,1008552.51,0,3.3,0
9410,58,Мужчина,Актобе,Kaspi Bank,Обычный,Интернет-банк,765,9,86248.99,2,1,0,84584.21,1,1,14,97223.26,0,5.0,0
9411,41,Женщина,Алматы,Jusan Bank,Обычный,Отделение,521,9,191009.3,3,1,0,105793.01,1,2,7,754914.9,0,5.0,0
9412,31,Мужчина,Астана,Kaspi Bank,Обычный,Мобильное приложение,686,7,54601.16,2,0,0,130749.27,0,0,17,1054751.32,0,2.7,0
9413,48,Женщина,Актобе,Kaspi Bank,Обычный,Отделение,548,8,149183.08,2,1,0,91153.77,3,4,14,1122249.78,0,3.0,1
9414,37,Женщина,Павлодар,Kaspi Bank,Премиальный,Отделение,768,4,67521.06,2,1,1,116388.13,1,6,19,558280.38,1,5.0,0
9415,27,Женщина,Шымкент,Bereke Bank,Новый,Мобильное приложение,688,1,138067.08,2,0,0,164017.88,0,1,7,916623.94,0,3.7,0
9416,31,Мужчина,Астана,Jusan Bank,Обычный,Мобильное приложение,523,0,79141.99,2,1,1,158905.26,1,3,5,1010230.63,0,4.0,0
9417,62,Мужчина,Астана,Jusan Bank,Обычный,Мобильное приложение,680,10,133857.37,3,1,1,184475.5,0,1,9,673054.49,0,2.5,0
9418,46,Женщина,Астана,Halyk Bank,Обычный,Мобильное приложение,587,8,129754.52,2,1,1,119079.4,3,1,5,0.0,0,5.0,1
9419,43,Мужчина,Шымкент,Jusan Bank,Премиальный,Колл-центр,670,4,149219.69,2,1,1,199066.89,5,1,29,858329.33,1,2.8,1
9420,39,Женщина,Караганда,Jusan Bank,Обычный,Мобильное приложение,530,2,189130.99,2,1,1,266310.05,2,1,14,479727.38,1,4.4,0
9421,45,Женщина,Караганда,Halyk Bank,Обычный,Мобильное приложение,760,3,164841.46,1,1,1,242825.77,2,1,5,1132654.98,0,4.1,0
9422,45,Женщина,Астана,Bereke Bank,Обычный,Мобильное приложение,470,0,178942.91,2,1,1,148204.69,3,2,19,840727.63,1,3.6,0
9423,45,Мужчина,Шымкент,Jusan Bank,Обычный,Интернет-банк,577,7,216103.71,2,1,0,201320.72,2,1,2,241326.28,0,4.7,0
9424,43,Женщина,Актобе,Bereke Bank,Новый,Мобильное приложение,552,0,111053.11,1,0,0,157342.78,3,6,0,966855.78,0,3.3,1
9425,52,Мужчина,Павлодар,Jusan Bank,Обычный,Колл-центр,684,4,118493.0,2,0,0,93331.51,1,4,6,982676.3,0,2.4,0
9426,42,Мужчина,Шымкент,Jusan Bank,Обычный,Мобильное приложение,605,0,46537.78,1,1,1,213821.13,4,2,4,550772.27,0,5.0,0
9427,30,Женщина,Шымкент,Bereke Bank,Премиальный,Мобильное приложение,633,7,83980.04,1,1,0,201976.5,3,1,8,1078133.8,0,4.1,0
